"","chr","start","end","length","abs_summit","pileup","-log10(pvalue)","fold_enrichment","-log10(qvalue)","name"
"23","chr1",432717,434879,2163,433601,46,43.81331,14.45993,40.12787,"Ind1_75DA24h_dedup_peak_23"
"24","chr1",488205,488341,137,488263,8,3.96981,3.22083,1.99732,"Ind1_75DA24h_dedup_peak_24"
"25","chr1",492192,492587,396,492461,18,10.84859,5.58842,8.31724,"Ind1_75DA24h_dedup_peak_25"
"26","chr1",498164,498285,122,498215,13,10.09549,6.22627,7.6117,"Ind1_75DA24h_dedup_peak_26"
"27","chr1",531218,531440,223,531411,8,7.15678,5.25217,4.85674,"Ind1_75DA24h_dedup_peak_27"
"28","chr1",597816,598726,911,598250,41,44.62063,16.93341,40.91346,"Ind1_75DA24h_dedup_peak_28"
"29","chr1",609955,610299,345,610150,12,5.52502,3.65873,3.37354,"Ind1_75DA24h_dedup_peak_29"
"30","chr1",611222,612191,970,611932,75,82.14074,21.73243,77.64846,"Ind1_75DA24h_dedup_peak_30"
"31","chr1",629106,629200,95,629145,1287,177.2032,2.48439,172.03448,"Ind1_75DA24h_dedup_peak_31"
"32","chr1",629286,630012,727,629813,3224,1276.40649,5.64836,1269.66443,"Ind1_75DA24h_dedup_peak_32"
"33","chr1",630255,630474,220,630388,1946,433.02457,3.3557,427.06995,"Ind1_75DA24h_dedup_peak_33"
"34","chr1",630765,631376,612,631092,2809,960.56158,4.84339,954.03406,"Ind1_75DA24h_dedup_peak_34"
"35","chr1",631879,632381,503,632187,3869,1765.22595,6.67004,1758.02295,"Ind1_75DA24h_dedup_peak_35"
"36","chr1",632497,632810,314,632575,2145,542.12024,3.69871,535.97577,"Ind1_75DA24h_dedup_peak_36"
"37","chr1",633413,633538,126,633473,1462,206.68124,2.52163,201.39542,"Ind1_75DA24h_dedup_peak_37"
"38","chr1",633901,634593,693,634016,3517,1481.98901,6.06324,1475.04871,"Ind1_75DA24h_dedup_peak_38"
"39","chr1",634734,634908,175,634854,1230,183.62048,2.59491,178.42213,"Ind1_75DA24h_dedup_peak_39"
"40","chr1",668392,669862,1471,669162,54,56.34988,17.78003,52.34926,"Ind1_75DA24h_dedup_peak_40"
"41","chr1",727153,727478,326,727232,17,10.3204,5.4999,7.82589,"Ind1_75DA24h_dedup_peak_41"
"42","chr1",729651,729735,85,729714,13,7.9242,4.89878,5.58176,"Ind1_75DA24h_dedup_peak_42"
"43","chr1",736487,736599,113,736523,13,9.80346,6.04536,7.33364,"Ind1_75DA24h_dedup_peak_43"
"44","chr1",737107,737198,92,737162,8,5.09625,3.95006,2.97444,"Ind1_75DA24h_dedup_peak_44"
"45","chr1",737438,737582,145,737555,15,12.1918,7.05707,9.59031,"Ind1_75DA24h_dedup_peak_45"
"46","chr1",751440,751545,106,751522,6,4.99812,4.08502,2.88296,"Ind1_75DA24h_dedup_peak_46"
"47","chr1",778373,779139,767,778709,59,63.56353,19.39639,59.40296,"Ind1_75DA24h_dedup_peak_47"
"48","chr1",808220,808297,78,808262,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_48"
"49","chr1",820389,820711,323,820466,13,6.35247,3.9863,4.12159,"Ind1_75DA24h_dedup_peak_49"
"50","chr1",821115,821341,227,821272,14,7.06871,4.23497,4.79377,"Ind1_75DA24h_dedup_peak_50"
"51","chr1",823326,823402,77,823344,15,4.57429,2.8544,2.52555,"Ind1_75DA24h_dedup_peak_51"
"52","chr1",826760,827996,1237,827057,28,16.90364,6.56605,14.09067,"Ind1_75DA24h_dedup_peak_52"
"53","chr1",853457,853596,140,853554,6,4.34864,3.67525,2.31773,"Ind1_75DA24h_dedup_peak_53"
"54","chr1",853686,853759,74,853709,6,4.29347,3.63954,2.26694,"Ind1_75DA24h_dedup_peak_54"
"55","chr1",855101,855419,319,855240,9,7.22141,5.1692,4.91747,"Ind1_75DA24h_dedup_peak_55"
"56","chr1",866379,867067,689,866856,39,40.34742,15.34095,36.75756,"Ind1_75DA24h_dedup_peak_56"
"57","chr1",869878,869987,110,869969,12,7.43512,4.78679,5.11958,"Ind1_75DA24h_dedup_peak_57"
"58","chr1",873622,873701,80,873637,7,4.08922,3.41045,2.07894,"Ind1_75DA24h_dedup_peak_58"
"59","chr1",876200,876669,470,876377,14,11.70556,6.99669,9.13574,"Ind1_75DA24h_dedup_peak_59"
"60","chr1",889630,889706,77,889664,12,11.98682,7.58647,9.39389,"Ind1_75DA24h_dedup_peak_60"
"61","chr1",904439,904757,319,904719,23,16.25942,7.37531,13.4704,"Ind1_75DA24h_dedup_peak_61"
"62","chr1",906859,906996,138,906975,16,7.89661,4.37065,5.5556,"Ind1_75DA24h_dedup_peak_62"
"63","chr1",909053,909742,690,909364,23,13.42573,5.91999,10.76268,"Ind1_75DA24h_dedup_peak_63"
"64","chr1",911290,911401,112,911352,17,9.23537,4.91093,6.80765,"Ind1_75DA24h_dedup_peak_64"
"65","chr1",919515,919635,121,919548,18,5.61126,3.06464,3.45397,"Ind1_75DA24h_dedup_peak_65"
"66","chr1",920592,920797,206,920631,20,6.23081,3.15337,4.00739,"Ind1_75DA24h_dedup_peak_66"
"67","chr1",921452,921733,282,921528,31,13.47472,4.72295,10.80995,"Ind1_75DA24h_dedup_peak_67"
"68","chr1",923700,923812,113,923752,27,10.13048,3.97469,7.64512,"Ind1_75DA24h_dedup_peak_68"
"69","chr1",940602,940703,102,940675,17,6.03309,3.33808,3.8397,"Ind1_75DA24h_dedup_peak_69"
"70","chr1",948111,948199,89,948169,12,4.35193,3.01224,2.32071,"Ind1_75DA24h_dedup_peak_70"
"71","chr1",950180,950266,87,950232,15,5.84201,3.45871,3.66851,"Ind1_75DA24h_dedup_peak_71"
"72","chr1",950482,950588,107,950490,13,4.55123,3.01906,2.50419,"Ind1_75DA24h_dedup_peak_72"
"73","chr1",952388,952582,195,952404,13,4.60883,3.04855,2.55709,"Ind1_75DA24h_dedup_peak_73"
"74","chr1",955079,955197,119,955092,13,4.43415,2.95942,2.3966,"Ind1_75DA24h_dedup_peak_74"
"75","chr1",959242,959420,179,959364,27,14.89774,5.85865,12.16801,"Ind1_75DA24h_dedup_peak_75"
"76","chr1",961380,961494,115,961441,21,8.76768,4.09692,6.36371,"Ind1_75DA24h_dedup_peak_76"
"77","chr1",966915,967114,200,966951,19,6.29845,3.26531,4.071,"Ind1_75DA24h_dedup_peak_77"
"78","chr1",969413,969742,330,969678,19,7.10395,3.60648,4.82682,"Ind1_75DA24h_dedup_peak_78"
"79","chr1",979716,980130,415,980039,24,13.88424,5.9473,11.20296,"Ind1_75DA24h_dedup_peak_79"
"80","chr1",998185,998363,179,998273,21,6.00436,2.99123,3.81969,"Ind1_75DA24h_dedup_peak_80"
"81","chr1",998998,999075,78,999013,30,11.45737,4.13918,8.89883,"Ind1_75DA24h_dedup_peak_81"
"82","chr1",999518,999637,120,999573,28,9.79332,3.76685,7.32391,"Ind1_75DA24h_dedup_peak_82"
"83","chr1",1000103,1000248,146,1000207,38,16.54615,4.94804,13.74662,"Ind1_75DA24h_dedup_peak_83"
"84","chr1",1001851,1001966,116,1001909,40,16.46923,4.72248,13.6725,"Ind1_75DA24h_dedup_peak_84"
"85","chr1",1005341,1005623,283,1005464,26,13.89612,5.59254,11.21422,"Ind1_75DA24h_dedup_peak_85"
"86","chr1",1013306,1013581,276,1013449,26,18.28659,7.68786,15.41687,"Ind1_75DA24h_dedup_peak_86"
"87","chr1",1013867,1014351,485,1014036,24,15.23085,6.60517,12.48847,"Ind1_75DA24h_dedup_peak_87"
"88","chr1",1019689,1019763,75,1019725,28,7.5457,3.05366,5.22394,"Ind1_75DA24h_dedup_peak_88"
"89","chr1",1020106,1020374,269,1020149,41,15.06809,4.25023,12.33201,"Ind1_75DA24h_dedup_peak_89"
"90","chr1",1020647,1020770,124,1020742,25,5.41801,2.56511,3.27416,"Ind1_75DA24h_dedup_peak_90"
"91","chr1",1021179,1021368,190,1021213,32,8.78816,3.17835,6.38318,"Ind1_75DA24h_dedup_peak_91"
"92","chr1",1021545,1021722,178,1021665,33,8.98455,3.17521,6.56972,"Ind1_75DA24h_dedup_peak_92"
"93","chr1",1028587,1029021,435,1028947,34,8.55838,3.01106,6.16509,"Ind1_75DA24h_dedup_peak_93"
"94","chr1",1029655,1031248,1594,1030457,104,65.16169,9.09756,60.96666,"Ind1_75DA24h_dedup_peak_94"
"95","chr1",1034635,1034736,102,1034690,23,4.35381,2.31821,2.32251,"Ind1_75DA24h_dedup_peak_95"
"96","chr1",1041176,1041261,86,1041219,40,13.99535,4.04498,11.30963,"Ind1_75DA24h_dedup_peak_96"
"97","chr1",1043615,1043728,114,1043695,29,7.43063,2.96302,5.11531,"Ind1_75DA24h_dedup_peak_97"
"98","chr1",1044243,1044428,186,1044362,38,12.416,3.7739,9.80498,"Ind1_75DA24h_dedup_peak_98"
"99","chr1",1052602,1052855,254,1052765,30,13.8285,4.97321,11.14948,"Ind1_75DA24h_dedup_peak_99"
"100","chr1",1067435,1067576,142,1067474,19,6.83565,3.49116,4.57516,"Ind1_75DA24h_dedup_peak_100"
"101","chr1",1069954,1070042,89,1070010,16,4.10309,2.5744,2.09174,"Ind1_75DA24h_dedup_peak_101"
"102","chr1",1074738,1075004,267,1074926,29,9.29696,3.5253,6.86588,"Ind1_75DA24h_dedup_peak_102"
"103","chr1",1078207,1079363,1157,1078514,48,21.26227,5.26534,18.27907,"Ind1_75DA24h_dedup_peak_103"
"104","chr1",1079485,1079944,460,1079577,35,12.58544,4.04554,9.96719,"Ind1_75DA24h_dedup_peak_104"
"105","chr1",1080735,1080907,173,1080763,25,6.95308,3.05257,4.68527,"Ind1_75DA24h_dedup_peak_105"
"106","chr1",1086748,1086896,149,1086762,21,7.2897,3.48548,4.98204,"Ind1_75DA24h_dedup_peak_106"
"107","chr1",1108117,1109091,975,1108851,75,76.12399,18.9211,71.72555,"Ind1_75DA24h_dedup_peak_107"
"108","chr1",1116053,1116790,738,1116341,49,43.3451,13.17131,39.67271,"Ind1_75DA24h_dedup_peak_108"
"109","chr1",1123483,1124168,686,1124067,21,11.49768,5.35262,8.93732,"Ind1_75DA24h_dedup_peak_109"
"110","chr1",1129558,1129637,80,1129610,10,4.81545,3.50518,2.74673,"Ind1_75DA24h_dedup_peak_110"
"111","chr1",1150287,1150377,91,1150303,10,4.82925,3.51355,2.75929,"Ind1_75DA24h_dedup_peak_111"
"112","chr1",1157481,1157697,217,1157514,16,9.36561,5.16485,6.93116,"Ind1_75DA24h_dedup_peak_112"
"113","chr1",1175879,1176348,470,1176094,23,12.16415,5.32137,9.56371,"Ind1_75DA24h_dedup_peak_113"
"114","chr1",1177088,1177218,131,1177130,17,7.46147,4.00764,5.14452,"Ind1_75DA24h_dedup_peak_114"
"115","chr1",1185092,1185201,110,1185121,14,7.48209,4.46593,5.16403,"Ind1_75DA24h_dedup_peak_115"
"116","chr1",1192649,1192776,128,1192751,8,6.67705,4.95891,4.42628,"Ind1_75DA24h_dedup_peak_116"
"117","chr1",1197527,1197826,300,1197602,13,6.13182,3.86295,3.91445,"Ind1_75DA24h_dedup_peak_117"
"118","chr1",1198980,1199099,120,1198994,13,5.22959,3.37248,3.0987,"Ind1_75DA24h_dedup_peak_118"
"119","chr1",1201896,1202336,441,1202068,24,11.20134,4.74141,8.65417,"Ind1_75DA24h_dedup_peak_119"
"120","chr1",1205729,1205805,77,1205758,13,4.74695,3.11965,2.68403,"Ind1_75DA24h_dedup_peak_120"
"121","chr1",1218015,1218167,153,1218131,19,8.52974,4.24788,6.13805,"Ind1_75DA24h_dedup_peak_121"
"122","chr1",1218299,1218377,79,1218316,11,3.20423,2.4875,1.32328,"Ind1_75DA24h_dedup_peak_122"
"123","chr1",1222942,1223204,263,1223098,31,15.87182,5.60782,13.10444,"Ind1_75DA24h_dedup_peak_123"
"124","chr1",1231898,1232194,297,1232044,34,16.8502,5.53852,14.03927,"Ind1_75DA24h_dedup_peak_124"
"125","chr1",1232621,1232706,86,1232669,17,5.21275,2.97693,3.08308,"Ind1_75DA24h_dedup_peak_125"
"126","chr1",1233025,1233211,187,1233188,20,7.21704,3.55215,4.91359,"Ind1_75DA24h_dedup_peak_126"
"127","chr1",1242640,1242731,92,1242689,19,7.8679,3.94412,5.52848,"Ind1_75DA24h_dedup_peak_127"
"128","chr1",1248889,1249600,712,1249290,49,42.09654,12.58868,38.45809,"Ind1_75DA24h_dedup_peak_128"
"129","chr1",1258972,1259492,521,1259233,24,15.23085,6.60517,12.48847,"Ind1_75DA24h_dedup_peak_129"
"130","chr1",1264859,1265204,346,1265028,18,11.75869,6.09067,9.18652,"Ind1_75DA24h_dedup_peak_130"
"131","chr1",1273151,1273472,322,1273381,27,14.11563,5.52177,11.4252,"Ind1_75DA24h_dedup_peak_131"
"132","chr1",1273571,1273973,403,1273857,43,29.66421,8.81351,26.39266,"Ind1_75DA24h_dedup_peak_132"
"133","chr1",1274049,1274502,454,1274269,26,13.35896,5.36013,10.69858,"Ind1_75DA24h_dedup_peak_133"
"134","chr1",1274867,1275133,267,1275062,20,8.68847,4.18764,6.28853,"Ind1_75DA24h_dedup_peak_134"
"135","chr1",1288290,1288993,704,1288501,78,45.96788,8.02788,42.22491,"Ind1_75DA24h_dedup_peak_135"
"136","chr1",1289188,1290273,1086,1289905,77,43.67624,7.6139,39.9952,"Ind1_75DA24h_dedup_peak_136"
"137","chr1",1296975,1297086,112,1297004,21,7.72053,3.65883,5.38931,"Ind1_75DA24h_dedup_peak_137"
"138","chr1",1303188,1303362,175,1303257,18,4.61573,2.65901,2.56367,"Ind1_75DA24h_dedup_peak_138"
"139","chr1",1306747,1306935,189,1306847,24,7.14885,3.18693,4.85674,"Ind1_75DA24h_dedup_peak_139"
"140","chr1",1308314,1308501,188,1308469,34,13.35378,4.366,10.69356,"Ind1_75DA24h_dedup_peak_140"
"141","chr1",1321231,1321386,156,1321294,15,4.99398,3.04964,2.88296,"Ind1_75DA24h_dedup_peak_141"
"142","chr1",1321601,1321700,100,1321673,19,7.518,3.78776,5.19787,"Ind1_75DA24h_dedup_peak_142"
"143","chr1",1324569,1325006,438,1324649,30,13.52735,4.8624,10.86037,"Ind1_75DA24h_dedup_peak_143"
"144","chr1",1327349,1327742,394,1327573,23,8.57949,3.79784,6.18509,"Ind1_75DA24h_dedup_peak_144"
"145","chr1",1340889,1340990,102,1340989,17,4.02931,2.48398,2.02389,"Ind1_75DA24h_dedup_peak_145"
"146","chr1",1348052,1348261,210,1348145,21,7.16142,3.43463,4.86098,"Ind1_75DA24h_dedup_peak_146"
"147","chr1",1360653,1361198,546,1360833,24,15.69889,6.84167,12.9383,"Ind1_75DA24h_dedup_peak_147"
"148","chr1",1374745,1374948,204,1374785,15,6.96772,4.03217,4.69916,"Ind1_75DA24h_dedup_peak_148"
"149","chr1",1375130,1375580,451,1375390,38,29.35754,9.93134,26.0953,"Ind1_75DA24h_dedup_peak_149"
"150","chr1",1385456,1385562,107,1385478,11,7.61859,5.08327,5.29281,"Ind1_75DA24h_dedup_peak_150"
"151","chr1",1399037,1399182,146,1399082,12,4.40116,3.03856,2.36622,"Ind1_75DA24h_dedup_peak_151"
"152","chr1",1399317,1399623,307,1399470,36,25.29431,8.58072,22.16768,"Ind1_75DA24h_dedup_peak_152"
"153","chr1",1399926,1400050,125,1400015,12,4.36172,3.01746,2.3298,"Ind1_75DA24h_dedup_peak_153"
"154","chr1",1400250,1400607,358,1400373,17,7.81548,4.18165,5.479,"Ind1_75DA24h_dedup_peak_154"
"155","chr1",1407177,1407672,496,1407375,28,24.01985,10.20084,20.93762,"Ind1_75DA24h_dedup_peak_155"
"156","chr1",1419424,1419522,99,1419475,10,5.09564,3.67594,2.97401,"Ind1_75DA24h_dedup_peak_156"
"157","chr1",1419967,1420102,136,1420002,12,6.56737,4.26439,4.32334,"Ind1_75DA24h_dedup_peak_157"
"158","chr1",1420332,1420798,467,1420473,16,10.03476,5.54253,7.55384,"Ind1_75DA24h_dedup_peak_158"
"159","chr1",1427335,1427503,169,1427460,19,11.28632,5.62289,8.73543,"Ind1_75DA24h_dedup_peak_159"
"160","chr1",1433736,1434079,344,1433963,27,10.79665,4.21395,8.26743,"Ind1_75DA24h_dedup_peak_160"
"161","chr1",1439484,1439692,209,1439586,30,13.9664,5.02443,11.28173,"Ind1_75DA24h_dedup_peak_161"
"162","chr1",1454447,1454650,204,1454481,14,8.18311,4.86674,5.82605,"Ind1_75DA24h_dedup_peak_162"
"163","chr1",1459294,1459437,144,1459360,10,4.22037,3.14885,2.19957,"Ind1_75DA24h_dedup_peak_163"
"164","chr1",1461799,1461942,144,1461893,9,4.99363,3.74924,2.88296,"Ind1_75DA24h_dedup_peak_164"
"165","chr1",1471631,1471851,221,1471709,42,35.36028,11.61322,31.91374,"Ind1_75DA24h_dedup_peak_165"
"166","chr1",1479105,1479360,256,1479271,19,9.61929,4.77057,7.15793,"Ind1_75DA24h_dedup_peak_166"
"167","chr1",1482051,1482135,85,1482093,27,15.03484,5.91883,12.30009,"Ind1_75DA24h_dedup_peak_167"
"168","chr1",1494575,1494724,150,1494685,10,5.43437,3.88461,3.28916,"Ind1_75DA24h_dedup_peak_168"
"169","chr1",1494834,1494925,92,1494845,11,6.41527,4.33504,4.18057,"Ind1_75DA24h_dedup_peak_169"
"170","chr1",1495078,1495198,121,1495102,8,4.13586,3.32767,2.12174,"Ind1_75DA24h_dedup_peak_170"
"171","chr1",1505548,1505698,151,1505667,11,7.06673,4.73814,4.79185,"Ind1_75DA24h_dedup_peak_171"
"172","chr1",1508914,1508993,80,1508924,13,5.42916,3.47899,3.28455,"Ind1_75DA24h_dedup_peak_172"
"173","chr1",1511691,1511792,102,1511756,15,6.76226,3.92495,4.50638,"Ind1_75DA24h_dedup_peak_173"
"174","chr1",1511992,1512233,242,1512097,47,38.92781,11.75328,35.37732,"Ind1_75DA24h_dedup_peak_174"
"175","chr1",1517847,1518282,436,1518004,23,11.11302,4.8473,8.56973,"Ind1_75DA24h_dedup_peak_175"
"176","chr1",1535676,1535756,81,1535687,15,4.68352,2.90476,2.62565,"Ind1_75DA24h_dedup_peak_176"
"177","chr1",1537638,1537782,145,1537781,16,4.32553,2.66961,2.29667,"Ind1_75DA24h_dedup_peak_177"
"178","chr1",1537976,1538149,174,1538012,20,6.65705,3.32311,4.40776,"Ind1_75DA24h_dedup_peak_178"
"179","chr1",1543588,1543857,270,1543642,60,49.85293,12.66443,46.01068,"Ind1_75DA24h_dedup_peak_179"
"180","chr1",1554854,1555181,328,1554997,32,24.42585,9.21002,21.32998,"Ind1_75DA24h_dedup_peak_180"
"181","chr1",1564499,1564586,88,1564546,10,7.27378,5.04297,4.96714,"Ind1_75DA24h_dedup_peak_181"
"182","chr1",1565613,1565692,80,1565651,11,8.49949,5.63666,6.10911,"Ind1_75DA24h_dedup_peak_182"
"183","chr1",1574207,1574311,105,1574222,10,5.36876,3.84401,3.22817,"Ind1_75DA24h_dedup_peak_183"
"184","chr1",1574593,1575150,558,1574912,35,32.46299,12.48256,29.10266,"Ind1_75DA24h_dedup_peak_184"
"185","chr1",1580779,1580857,79,1580820,8,5.72656,4.35757,3.56125,"Ind1_75DA24h_dedup_peak_185"
"186","chr1",1583762,1583856,95,1583776,9,7.53686,5.36622,5.21559,"Ind1_75DA24h_dedup_peak_186"
"187","chr1",1595386,1595496,111,1595459,12,4.90777,3.3136,2.83168,"Ind1_75DA24h_dedup_peak_187"
"188","chr1",1598661,1598752,92,1598699,15,6.01511,3.54464,3.82985,"Ind1_75DA24h_dedup_peak_188"
"189","chr1",1599383,1599471,89,1599425,15,6.06245,3.56828,3.84936,"Ind1_75DA24h_dedup_peak_189"
"190","chr1",1599654,1599779,126,1599691,12,4.19448,2.92853,2.17588,"Ind1_75DA24h_dedup_peak_190"
"191","chr1",1605500,1605923,424,1605636,24,13.9512,5.97921,11.26729,"Ind1_75DA24h_dedup_peak_191"
"192","chr1",1606009,1606632,624,1606421,33,23.42055,8.45683,20.35736,"Ind1_75DA24h_dedup_peak_192"
"193","chr1",1615174,1615911,738,1615386,55,37.57035,9.23872,34.05853,"Ind1_75DA24h_dedup_peak_193"
"194","chr1",1616537,1616795,259,1616700,20,6.43722,3.23509,4.20131,"Ind1_75DA24h_dedup_peak_194"
"195","chr1",1616957,1617036,80,1616979,17,4.66785,2.74605,2.61148,"Ind1_75DA24h_dedup_peak_195"
"196","chr1",1623591,1623678,88,1623622,21,5.02836,2.63735,2.91125,"Ind1_75DA24h_dedup_peak_196"
"197","chr1",1626390,1626503,114,1626447,29,9.14569,3.47794,6.72252,"Ind1_75DA24h_dedup_peak_197"
"198","chr1",1640679,1640780,102,1640735,21,12.36247,5.78399,9.75375,"Ind1_75DA24h_dedup_peak_198"
"199","chr1",1658596,1658895,300,1658793,12,8.997,5.75284,6.58144,"Ind1_75DA24h_dedup_peak_199"
"200","chr1",1658986,1659455,470,1659167,33,35.63396,15.07082,32.17831,"Ind1_75DA24h_dedup_peak_200"
"201","chr1",1665158,1665317,160,1665304,7,4.97217,3.98891,2.88296,"Ind1_75DA24h_dedup_peak_201"
"202","chr1",1665683,1665812,130,1665797,6,4.14547,3.54313,2.13068,"Ind1_75DA24h_dedup_peak_202"
"203","chr1",1671526,1671607,82,1671584,8,4.93115,3.84288,2.85307,"Ind1_75DA24h_dedup_peak_203"
"204","chr1",1675343,1675420,78,1675357,12,7.85433,5.04366,5.51572,"Ind1_75DA24h_dedup_peak_204"
"205","chr1",1678487,1678585,99,1678521,9,5.19892,3.87974,3.07028,"Ind1_75DA24h_dedup_peak_205"
"206","chr1",1692373,1693537,1165,1693103,55,38.66333,9.62454,35.12081,"Ind1_75DA24h_dedup_peak_206"
"207","chr1",1707731,1707875,145,1707739,13,6.87362,4.28259,4.61069,"Ind1_75DA24h_dedup_peak_207"
"208","chr1",1723906,1724766,861,1724419,58,63.2363,19.66729,59.08301,"Ind1_75DA24h_dedup_peak_208"
"209","chr1",1730699,1730784,86,1730750,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_209"
"210","chr1",1738051,1738283,233,1738198,13,9.70973,5.98737,7.24416,"Ind1_75DA24h_dedup_peak_210"
"211","chr1",1739288,1739405,118,1739391,8,4.83818,3.78251,2.76772,"Ind1_75DA24h_dedup_peak_211"
"212","chr1",1745705,1746015,311,1745895,27,15.41436,6.08718,12.66494,"Ind1_75DA24h_dedup_peak_212"
"213","chr1",1746283,1746803,521,1746382,49,38.28465,10.90542,34.75313,"Ind1_75DA24h_dedup_peak_213"
"214","chr1",1754185,1754420,236,1754261,25,13.05468,5.38959,10.41641,"Ind1_75DA24h_dedup_peak_214"
"215","chr1",1759112,1759199,88,1759136,14,4.49519,2.90036,2.45274,"Ind1_75DA24h_dedup_peak_215"
"216","chr1",1777975,1778509,535,1778103,21,14.29154,6.79976,11.59384,"Ind1_75DA24h_dedup_peak_216"
"217","chr1",1789064,1789227,164,1789179,9,6.40018,4.64825,4.16629,"Ind1_75DA24h_dedup_peak_217"
"218","chr1",1816147,1816238,92,1816157,7,5.74819,4.48177,3.58131,"Ind1_75DA24h_dedup_peak_218"
"219","chr1",1827228,1827311,84,1827284,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_219"
"220","chr1",1833009,1833123,115,1833080,13,12.62114,7.77794,10.00126,"Ind1_75DA24h_dedup_peak_220"
"221","chr1",1847130,1847251,122,1847227,9,8.3063,5.83575,5.92567,"Ind1_75DA24h_dedup_peak_221"
"222","chr1",1858749,1858908,160,1858799,10,7.49838,5.18515,5.1793,"Ind1_75DA24h_dedup_peak_222"
"223","chr1",1876505,1876835,331,1876677,22,18.38317,8.84641,15.51006,"Ind1_75DA24h_dedup_peak_223"
"224","chr1",1891032,1891235,204,1891178,32,19.12703,6.75686,16.22211,"Ind1_75DA24h_dedup_peak_224"
"225","chr1",1891604,1891822,219,1891672,21,9.61028,4.46696,7.14941,"Ind1_75DA24h_dedup_peak_225"
"226","chr1",1897298,1897508,211,1897445,31,18.90343,6.85648,16.00605,"Ind1_75DA24h_dedup_peak_226"
"227","chr1",1898313,1898605,293,1898477,22,11.89317,5.36653,9.31502,"Ind1_75DA24h_dedup_peak_227"
"228","chr1",1906308,1906473,166,1906451,25,15.00748,6.28581,12.2737,"Ind1_75DA24h_dedup_peak_228"
"229","chr1",1908411,1908807,397,1908631,18,9.08477,4.66515,6.66468,"Ind1_75DA24h_dedup_peak_229"
"230","chr1",1908897,1909217,321,1909103,30,20.06287,7.59761,17.12527,"Ind1_75DA24h_dedup_peak_230"
"231","chr1",1909331,1909418,88,1909369,15,6.61216,3.84733,4.36524,"Ind1_75DA24h_dedup_peak_231"
"232","chr1",1919235,1919858,624,1919478,57,32.71907,7.35862,29.3513,"Ind1_75DA24h_dedup_peak_232"
"233","chr1",1924944,1925401,458,1925092,25,9.92353,4.10462,7.44807,"Ind1_75DA24h_dedup_peak_233"
"234","chr1",1934228,1935366,1139,1934829,32,20.92407,7.54192,17.9523,"Ind1_75DA24h_dedup_peak_234"
"235","chr1",1943115,1943227,113,1943146,14,5.26401,3.27965,3.13078,"Ind1_75DA24h_dedup_peak_235"
