time,peak,med_3h_lfc
3 hours,chr2.39743142.39743857,1.3660752343128895
3 hours,chr3.184574420.184575392,-0.8809771547574199
3 hours,chr22.50293017.50294108,-0.8755613546553986
3 hours,chr17.19288457.19289028,-1.4347809787536026
3 hours,chr14.101561254.101561615,-1.078632725671121
3 hours,chr19.50484813.50486159,-2.058542677422397
3 hours,chr2.241609836.241610880,-0.8273132589324463
3 hours,chr22.42697330.42698130,-0.6862496244072807
3 hours,chr11.61888071.61888500,-1.0265000120041674
3 hours,chr11.65506819.65508825,-1.6789097955366836
3 hours,chr20.22617180.22617597,-1.3021037573907646
3 hours,chr19.45764643.45765321,-1.326350369630906
3 hours,chr19.11539744.11540628,-1.1876369592021216
3 hours,chr1.203750890.203751598,1.6368729064117464
3 hours,chr17.3870820.3871407,-1.0074255264160792
3 hours,chr22.27686316.27687198,-0.8540662052820238
3 hours,chr1.148522548.148523161,-1.67972890338821
3 hours,chr11.73314382.73315120,-1.03359942741044
3 hours,chr9.137723945.137724458,-1.8246537545917885
3 hours,chr7.66541954.66543428,-1.0384373636301385
3 hours,chr7.75014458.75015171,-1.086875711124628
3 hours,chr17.3003825.3004825,-0.7848104474108517
3 hours,chr14.105470951.105472044,-1.1279688089875792
3 hours,chr10.78173400.78174020,-1.2967092325540182
3 hours,chr20.37880602.37881225,-1.8862675603623553
3 hours,chr14.24160823.24161719,-0.6763475729739987
3 hours,chr19.18156999.18157439,-1.0991136625457565
3 hours,chr7.4744650.4745525,-0.8297890148962352
3 hours,chr20.38599390.38599936,-1.3692814625615903
3 hours,chr15.84929753.84930392,-1.4771586254885372
3 hours,chr15.66763162.66764058,-1.7085409582890811
3 hours,chr22.27662526.27663278,-1.4177119490273329
3 hours,chr8.22178689.22179554,-1.1924555413877087
3 hours,chr6.170129696.170130368,-1.0580937020773038
3 hours,chr17.2396681.2397156,-0.8555876609030886
3 hours,chr1.16048572.16049086,-1.2498258879533948
3 hours,chr22.26008676.26009055,2.873300764727259
3 hours,chr3.50264403.50265268,-1.0899465329297913
3 hours,chr1.1959773.1960472,-1.2104669998989688
3 hours,chr1.46520072.46521007,-0.7548686620744212
3 hours,chr12.103571266.103571768,-0.6914162673994193
3 hours,chr13.112885702.112886360,-0.8265809288094452
3 hours,chr11.130123428.130124453,-0.8786306942549196
3 hours,chr8.141629380.141630011,-1.1268463633437191
3 hours,chr5.102755638.102756387,1.178504981046217
3 hours,chr19.40341590.40342269,-1.4807001664002253
3 hours,chr19.518179.518694,-2.018970041229287
3 hours,chr19.38223964.38224763,-0.8748793800098356
3 hours,chr19.13055257.13055808,-1.1686778462031242
3 hours,chr15.63072786.63074229,-1.3330089724907834
3 hours,chr5.159510177.159510829,-1.1464012948313362
3 hours,chr11.61764292.61765134,-1.4393488190286412
3 hours,chr6.43937023.43937909,-1.2383425839111815
3 hours,chr6.41766993.41767689,-1.1805821743611706
3 hours,chr20.32474517.32476208,-0.7325960876284947
3 hours,chr13.113001187.113002032,-1.0499621481848491
3 hours,chr16.56691751.56692494,-0.9121902463967775
3 hours,chr11.2390547.2391303,-1.343090503775064
3 hours,chr14.76959211.76959802,-0.6767803057720858
3 hours,chr17.50060810.50061348,-1.0406492029473977
3 hours,chr13.44800670.44801311,-1.4340145555679877
3 hours,chr19.38229609.38230177,-0.916130838667268
3 hours,chr5.141915708.141916228,-1.6480400916069384
3 hours,chr10.79178496.79179303,-0.9656240696912382
3 hours,chr16.54502951.54503395,-2.132777193167576
3 hours,chr14.73741281.73742030,-1.2765564083409924
3 hours,chr20.46215794.46216537,-0.5803344038939242
3 hours,chr1.201896856.201897550,-1.069891578557427
3 hours,chr9.136571752.136573289,-1.0411959848864836
3 hours,chr12.122063940.122064408,-1.3301655918909114
3 hours,chr2.20491932.20492697,-1.2503494570643827
3 hours,chr9.123360243.123361613,-0.7482089251810096
3 hours,chr5.149423753.149424869,-1.3422829657119437
3 hours,chr1.224503263.224503966,-0.9729546998125578
3 hours,chr11.47415488.47416654,-0.7114226372358141
3 hours,chr12.6551655.6552664,-0.8256985998342738
3 hours,chr9.130928519.130928806,-1.43713482472604
3 hours,chr1.35079100.35079929,0.7778585396250115
3 hours,chr2.231665923.231667317,-1.180703014248782
3 hours,chrX.107731768.107732705,-0.9623094054410721
3 hours,chr3.50600850.50601798,-0.9542464410489453
3 hours,chr10.73648306.73650289,0.7800707139931289
3 hours,chr1.21901451.21901810,-1.2560383659128065
3 hours,chr19.44820735.44821691,-0.8503769906672733
3 hours,chr5.177468522.177469171,-1.2721661895428076
3 hours,chr21.32183911.32184794,-1.155212672635721
3 hours,chr12.6946301.6946747,-0.9173297656285824
3 hours,chr1.83828153.83829012,1.500797066664568
3 hours,chr10.124864240.124865103,-1.0060911988490555
3 hours,chr18.33577646.33578344,1.2397118994205578
3 hours,chr1.23478898.23479355,-1.5400707818421009
3 hours,chr17.39194250.39194809,-0.9496066165698105
3 hours,chr13.113448628.113448966,-1.4610810642703047
3 hours,chr10.102136764.102137088,-0.8619338763694389
3 hours,chr3.46878704.46879267,-1.384667845666082
3 hours,chr6.40629887.40630551,-1.3384886664528808
3 hours,chr1.144412141.144413353,-1.0800873673447207
3 hours,chr11.76602404.76602832,-1.5126863997012572
3 hours,chr16.69848669.69849435,-1.0943922703471292
3 hours,chr10.86128318.86128673,-1.7625992060578468
3 hours,chr10.35372239.35372858,-0.7183389284380812
3 hours,chr12.124745834.124746448,-0.8828942063075598
3 hours,chr15.93955088.93955695,-1.536451468861082
3 hours,chr2.219419499.219420355,-1.6222322047125028
3 hours,chr9.89878609.89879087,-0.5159383419380554
3 hours,chr19.49142766.49143227,-0.8413944335656671
3 hours,chrX.40262545.40263299,-0.6693197351998412
3 hours,chr5.139724883.139725573,-0.8011168465582412
3 hours,chr10.6213894.6214299,-1.5143969149098626
3 hours,chr9.33160846.33161594,-1.0217305964857641
3 hours,chr1.3423164.3423823,-1.3094990055146685
3 hours,chr17.77408974.77409834,-0.8957826771672392
3 hours,chr19.11142349.11143639,-0.31602683910740037
3 hours,chr19.55157594.55157940,-1.9279307031501003
3 hours,chr8.23067588.23069375,0.9410058867766473
3 hours,chr4.7397863.7398509,-0.8165632327055543
3 hours,chr5.171427753.171428332,-1.8776800478409226
3 hours,chr11.65301779.65302366,-0.9679103375811495
3 hours,chr19.35003359.35003691,-1.0439257471555714
3 hours,chr15.73343888.73344430,-1.2034435641225762
3 hours,chr4.145097678.145099013,0.8432826531972495
3 hours,chr1.155745189.155746014,-0.7498553936793391
3 hours,chr17.21370318.21370911,-1.3407570478879989
3 hours,chr9.124202299.124202916,-1.2625290415950037
3 hours,chr1.221886892.221887559,-0.7682363741225284
3 hours,chr5.138953126.138953919,-1.0430031423887187
3 hours,chr2.240232826.240234387,-0.6049611767519236
3 hours,chr11.66317003.66317172,-2.1050062201353996
3 hours,chr1.16112965.16113444,-1.6464411276872482
3 hours,chr15.68797737.68797952,-1.9018645982452898
3 hours,chr12.13171764.13172594,-1.351900367503879
3 hours,chr3.127690810.127691294,-1.0622387234479684
3 hours,chr10.79101692.79102749,-1.0869263031217344
3 hours,chr1.146051667.146052661,-1.0725882624396887
3 hours,chr2.96531899.96532699,-0.6236991713241955
3 hours,chr7.132138816.132139260,-1.958305978414342
3 hours,chrX.103585406.103586612,0.7635503520437568
3 hours,chr19.45455475.45456502,-1.0229299347914855
3 hours,chr12.124509481.124510157,-0.9761414289852444
3 hours,chr17.79951767.79952788,-1.0180143855934296
3 hours,chr14.99424294.99425009,-1.6247818594303336
3 hours,chr16.24670640.24671414,-1.2675173701040099
3 hours,chr17.66374098.66374936,-0.9614403193412735
3 hours,chr18.37299205.37300185,-0.659151675118653
3 hours,chr9.134316185.134317078,-1.376867690169632
3 hours,chr20.32792167.32792696,-1.8139449608056277
3 hours,chr9.134661787.134662925,-0.8573544025122883
3 hours,chr7.7148745.7149187,-1.4570328880632015
3 hours,chr3.13895188.13896184,-0.7243389189885416
3 hours,chr11.76624651.76625265,-1.4780100744938554
3 hours,chr11.109858171.109858725,-1.6143668504230868
3 hours,chr15.65323117.65323415,-1.4693089744568208
3 hours,chr19.48121908.48122538,-1.6926821866738513
3 hours,chr22.46731345.46732019,-1.7308664397649243
3 hours,chr1.36400661.36401707,-0.8023711377087075
3 hours,chr1.22662348.22662742,-1.5086166998122634
3 hours,chr9.93223178.93224028,-1.2500960877218485
3 hours,chr17.65588256.65588776,-1.4927021723412746
3 hours,chr14.99563047.99563641,-0.8495174705931783
3 hours,chr16.1106204.1106571,-1.6544803770280794
3 hours,chr13.113122604.113123337,-1.0759224316059908
3 hours,chr11.133934465.133935231,-1.1358914894047447
3 hours,chr15.75660970.75661641,-0.8471343583265587
3 hours,chr16.84819506.84820307,-0.8678122563658439
3 hours,chr19.9791533.9793252,-0.6940207905523739
3 hours,chr3.78090361.78090969,1.599363366465725
3 hours,chr17.7355153.7355355,-1.2784403863817575
3 hours,chr1.16012567.16013729,-0.9961455075931553
3 hours,chr1.54324067.54324598,-1.512087931247392
3 hours,chr2.113217532.113218110,-1.2087011371748653
3 hours,chr7.1466468.1467231,-1.045891144911379
3 hours,chr1.114756938.114758274,0.5803256029181076
3 hours,chr6.35490033.35491036,-1.1183123166535327
3 hours,chr7.539791.540285,-1.05855165781887
3 hours,chr1.153697169.153697951,-1.3525302846574956
3 hours,chr1.47551829.47552417,-1.5033922340015373
3 hours,chr2.80517364.80517687,-1.8697794457930774
3 hours,chr5.172943134.172943651,-1.1870184565006339
3 hours,chr19.18247958.18248540,-1.2399189216333402
3 hours,chr10.43322504.43323359,-1.1105784739042988
3 hours,chr10.78831344.78831989,-1.5809891829354
3 hours,chr10.97782548.97783192,-1.5650595536920242
3 hours,chr16.68022367.68023720,1.271566700004982
3 hours,chr2.127576162.127576831,-0.9434390857879387
3 hours,chr17.3048607.3049451,-1.1854745220259275
3 hours,chr19.6216840.6217600,-1.461741698155945
3 hours,chr9.130201309.130201975,-1.4796244825645668
3 hours,chr12.48779578.48780598,-1.0139041763053585
3 hours,chr5.149380532.149381284,-1.4258195517684178
3 hours,chr18.75127649.75128240,-0.7333397655869778
3 hours,chr19.55563157.55563622,-1.1855813066619731
3 hours,chr1.201023488.201023884,-1.06879303505506
3 hours,chr7.100465867.100466134,-1.5532198784586297
3 hours,chr10.112949844.112950394,-0.6031188533296508
3 hours,chr1.32716705.32717049,-1.3341773443679812
3 hours,chr22.45997481.45997747,-1.8069806872420962
3 hours,chr21.33324305.33325683,0.6975521237326809
3 hours,chr13.25990488.25991202,-1.1569641099822001
3 hours,chrX.47361650.47362427,-0.7799935382086707
3 hours,chr2.217887801.217888487,-0.9709923860388363
3 hours,chr5.149422493.149423321,-1.0380680374257745
3 hours,chr5.154682490.154683339,-0.5998640225892959
3 hours,chr1.43836460.43837305,-1.0985499329101147
3 hours,chr16.57268692.57269661,-1.0570013005268488
3 hours,chr2.127080199.127080891,-1.267538807367964
3 hours,chr17.76540407.76541265,-0.6282948466035991
3 hours,chr16.85526374.85526875,-1.2741140134203213
3 hours,chr1.17618018.17619353,-0.6010172074631663
3 hours,chr1.41371778.41372563,-1.447139801386553
3 hours,chr14.54652073.54653123,0.8832985422611603
3 hours,chr16.70396402.70396849,-0.9681649472860179
3 hours,chr12.52566949.52567482,-1.7992318156600988
3 hours,chr9.38651401.38651868,-1.30167625688309
3 hours,chr8.37691443.37691799,-1.057278440925149
3 hours,chr20.62376186.62376887,-0.8272311861400903
3 hours,chr7.23465473.23465873,-1.1618455333962197
3 hours,chr19.48812095.48812829,-0.8693147832528112
3 hours,chr13.27125398.27126386,-1.5503491856436216
3 hours,chr2.130744426.130745131,-1.1639886521898766
3 hours,chr9.127965362.127965928,-0.9369693559999304
3 hours,chr17.3917377.3917916,-0.6970284169813179
3 hours,chr2.85537685.85540432,0.8122991054288233
3 hours,chr10.127357179.127357667,-1.7905559440125054
3 hours,chr7.72283343.72283794,-1.9837841396510305
3 hours,chr5.177457647.177457887,-1.0650250998308346
3 hours,chr3.50515585.50516705,-1.2750750825391441
3 hours,chr1.20358588.20359218,-1.5171335921829665
3 hours,chr17.50062356.50062817,-0.8913587493816708
3 hours,chr10.132446718.132447149,-1.267365441030765
3 hours,chr9.34993625.34994642,-0.9679912969422713
3 hours,chr3.38533094.38534070,-1.4869341184571132
3 hours,chr20.46255368.46256101,-1.020782974594871
3 hours,chr1.160416227.160416717,-1.4100136762748745
3 hours,chr20.34042324.34042590,-1.7831123673195037
3 hours,chr16.88452634.88453398,-0.45800234556460406
3 hours,chr1.201460959.201462261,-0.38166268085764443
3 hours,chr10.44480625.44481089,-1.5510110282409826
3 hours,chr1.203440255.203441542,-0.6110963880464251
3 hours,chr11.2314746.2315572,-1.7532848437367057
3 hours,chr17.75549358.75550063,-0.7664463118661979
3 hours,chr22.37053023.37054284,-0.8226718954831203
3 hours,chr1.42928017.42928199,-1.599732943412238
3 hours,chr1.205300989.205301910,-0.290963179534085
3 hours,chr9.121765014.121765668,-0.7749518475535622
3 hours,chr12.56087101.56087854,-1.3372133137985336
3 hours,chr1.204733818.204734538,-1.4365793338466126
3 hours,chr6.133062175.133062409,-1.6947639750212204
3 hours,chr17.81506892.81508031,-1.8331427824669373
3 hours,chr17.4806572.4807513,-0.9354471056800522
3 hours,chr11.118195092.118195701,-1.0947079080022006
3 hours,chr14.35341383.35342582,-0.95530013132365
3 hours,chr19.16896515.16897955,-0.650237871208672
3 hours,chr19.17576598.17577321,-1.0683842062418312
3 hours,chr1.205304576.205304844,2.383963391721856
3 hours,chr14.23062018.23062395,-0.9028745402924505
3 hours,chr19.5128276.5129297,-0.8196201193083352
3 hours,chr22.42553377.42554294,-0.9367524595544929
3 hours,chr7.76069076.76069616,-1.31534481847175
3 hours,chr3.124409406.124410716,1.210818976347971
3 hours,chr9.87592435.87593225,-0.7641936689013997
3 hours,chr19.17424868.17425380,-1.2050839508417677
3 hours,chr5.140241238.140241915,-0.6263249080762749
3 hours,chr3.179071017.179072336,0.8899832772156593
3 hours,chr11.120547739.120548552,-0.6988191684364393
3 hours,chr3.56909383.56909884,-2.011045770359931
3 hours,chr18.33578533.33579682,0.9257369113391616
3 hours,chr4.7679166.7679808,-0.9253548813173325
3 hours,chr1.2240101.2240542,-1.2409401321088178
3 hours,chr8.47857521.47858112,-1.6446187758241275
3 hours,chr20.62623637.62624344,-1.1095572465832646
3 hours,chr19.15232777.15233726,-0.7474669021482923
3 hours,chr20.64055923.64056197,-1.5999199787015885
3 hours,chr11.805150.805509,-0.8504233785080597
3 hours,chr9.126804707.126806261,0.6514869643328947
3 hours,chr9.114348638.114349619,-0.896120599692865
3 hours,chr19.19461729.19462905,-1.0600586367970726
3 hours,chr5.33291282.33291923,-1.5653968581229867
3 hours,chr18.48139399.48139794,-1.8961963205662038
3 hours,chr4.24794234.24795862,-0.5665548059339827
3 hours,chrX.52874565.52874999,-1.5292460963142274
3 hours,chr6.42121499.42121780,-1.423459029597681
3 hours,chr1.63624892.63625478,1.3239481389109087
3 hours,chr12.132286263.132286828,-1.108385398149177
3 hours,chr1.21618885.21619673,-1.131993262557148
3 hours,chr5.6766430.6767078,-1.3086835343054934
3 hours,chr3.123406701.123407224,-1.1412350584871316
3 hours,chr12.1916402.1917113,-1.3102874112839156
3 hours,chr16.87762067.87762535,-1.549723514942574
3 hours,chr15.34788417.34789729,-2.389488484125145
3 hours,chr16.72992166.72992649,-1.3216224589109684
3 hours,chr2.108945755.108946615,-0.9247471622130314
3 hours,chr17.75838465.75838771,-1.3666102502675999
3 hours,chr5.151155767.151156388,-1.0385772486981901
3 hours,chr11.65555787.65556100,-1.988695058533042
3 hours,chr3.66812582.66812915,-2.1164121343034124
3 hours,chr16.88772834.88773631,-0.8414277365079688
3 hours,chr9.129143083.129143973,-0.5571091128065202
3 hours,chr17.40344902.40345855,-0.735206896692568
3 hours,chr17.38900792.38901592,-0.9148977264408473
3 hours,chr2.73089377.73090077,-0.7562373870539743
3 hours,chr16.75244539.75245818,-0.8711416314503131
3 hours,chr14.104978315.104978785,-0.7567320632048848
3 hours,chr11.64335058.64335731,-0.8206247255306724
3 hours,chr20.33789288.33789988,-0.4152386087568827
3 hours,chr15.39597627.39599528,-2.334560134975254
3 hours,chr5.133273519.133274147,-1.6769102343667464
3 hours,chr21.41684258.41684867,-1.1620781333129289
3 hours,chr17.76697670.76698193,-1.016294237494877
3 hours,chr22.35587418.35587975,-1.3158804292780149
3 hours,chr13.49669612.49670177,-1.2054261394236236
3 hours,chr3.186782723.186784520,0.8985919500091546
3 hours,chr2.127749535.127750076,-0.8538912875927154
3 hours,chr9.121576683.121577222,-1.0956280320679048
3 hours,chr12.124453237.124454224,-0.5250400533560047
3 hours,chr2.121074948.121075643,-1.2552436288094602
3 hours,chr22.46768429.46769067,-0.8487679907784966
3 hours,chr15.57497020.57497746,-1.3621647061816677
3 hours,chr1.2135358.2135937,-0.6914731920541417
3 hours,chr19.44911105.44911471,-0.8892219166116768
3 hours,chr13.102700196.102701503,1.0166028241097553
3 hours,chr2.240840374.240840921,-0.8939757271588511
3 hours,chr1.101238692.101239629,0.8927819978797791
3 hours,chr13.100887394.100888163,-0.9597122760852721
3 hours,chr8.22210400.22211546,-0.6852085232114398
3 hours,chr2.111667607.111667932,-1.4625077824876733
3 hours,chr20.38208867.38209423,-1.9907683034009027
3 hours,chr1.62687414.62688822,0.9959488880416179
3 hours,chr6.149318585.149319054,1.4023715498412315
3 hours,chr4.1354532.1354781,1.8480481648663374
3 hours,chr3.162492386.162493106,1.285308360210125
3 hours,chr1.10962411.10962914,-1.5714010979151656
3 hours,chr1.24704815.24705976,-0.959529726547073
3 hours,chr17.75693527.75694174,-0.9604878921194233
3 hours,chr11.122981320.122982053,-0.8424842920506523
3 hours,chr3.39180407.39181309,-0.772354527779954
3 hours,chr7.74612160.74613007,-0.7756357392967721
3 hours,chr1.201355656.201357100,-1.6668552502962721
3 hours,chr19.46841536.46842213,-1.4321051919219618
3 hours,chr22.35326549.35327137,1.1959637799170124
3 hours,chr3.127001897.127002677,-0.6474734614177162
3 hours,chr4.5705885.5706273,2.7058893507406774
3 hours,chr18.48828641.48829191,-1.397760079038325
3 hours,chr19.5313248.5313875,-1.2693550100631397
3 hours,chr17.8163919.8164705,-1.096707792397325
3 hours,chr19.32627984.32628877,-1.2041813863835231
3 hours,chr11.57303907.57304673,-0.9704812210270406
3 hours,chr16.89171192.89171875,-0.7641652277849049
3 hours,chr12.124531044.124531752,-1.2068216159680185
3 hours,chr13.110047448.110047987,-0.8293016324910543
3 hours,chr17.44983577.44983888,-2.161151008430044
3 hours,chr19.2475719.2477583,1.1056452364850307
3 hours,chrX.110745265.110745859,-1.4606042045681655
3 hours,chr10.97788741.97789458,-1.0250068581714822
3 hours,chr17.17551365.17551848,-0.7904471944549707
3 hours,chr3.128266397.128266969,-0.9956507052308146
3 hours,chr14.23376284.23379025,-2.1941051101323286
3 hours,chr9.35341387.35342080,-1.0320295064987035
3 hours,chr19.50362774.50363635,-1.050014884075753
3 hours,chr11.17810711.17811075,-1.6288598902195066
3 hours,chr6.81763135.81763440,1.6413369765481813
3 hours,chr12.50066369.50066862,-1.2626782288964218
3 hours,chr2.65388167.65388620,2.3714425790389786
3 hours,chr22.18994792.18995283,-1.2203654942604731
3 hours,chr17.39674954.39675320,-1.6101328537157413
3 hours,chr9.130932571.130933446,-0.7961553749438304
3 hours,chr12.52895317.52896737,-1.1943783252637399
3 hours,chr17.9138322.9138910,-1.5118407647236771
3 hours,chr18.13191845.13192256,-1.5320135558564725
3 hours,chr16.84013811.84014634,-1.1629706691157597
3 hours,chr2.109382863.109383380,-1.2200183455681843
3 hours,chr10.79223163.79224131,-1.1164240411159838
3 hours,chr14.52031789.52032384,-1.5641189296326627
3 hours,chr18.48979959.48980642,1.5820815797877386
3 hours,chr11.128235653.128236334,-1.0939430275615698
3 hours,chr7.149776278.149776717,-0.9598879050046665
3 hours,chr10.123759458.123760107,-1.155740245295101
3 hours,chr17.48760371.48760840,-1.576011689404953
3 hours,chr9.121594801.121595049,-0.6875127289778611
3 hours,chr11.75667110.75669114,0.6927235096512776
3 hours,chr22.23231452.23231785,-1.3435322726334769
3 hours,chr20.62274363.62275072,-0.7654479785577264
3 hours,chr7.112162148.112162527,-1.5464294952109308
3 hours,chr18.48193679.48194742,-0.7213285943857701
3 hours,chr20.32627346.32628297,-0.6295232305969538
3 hours,chr1.9412968.9414073,-0.7733905189714831
3 hours,chr11.75347845.75348424,-0.8825719011211803
3 hours,chr11.64759123.64760574,-0.7633958720525245
3 hours,chr7.2641254.2641959,-0.8500845005628888
3 hours,chr19.3459009.3460103,-0.8575153056700215
3 hours,chr22.46116298.46117039,-0.8599066518295952
3 hours,chrX.2928106.2929690,-0.5511334752218682
3 hours,chr2.45675379.45675977,-1.1336667788047645
3 hours,chr1.208803306.208803814,-1.4657453743880224
3 hours,chr1.106879403.106880119,-0.9001673434124156
3 hours,chr1.53365564.53366049,-1.25118113465156
3 hours,chr16.70428019.70429095,-0.6459106821887701
3 hours,chr11.75639756.75640356,-1.3209713544707529
3 hours,chr20.36100939.36101650,-1.0644626083370032
3 hours,chr3.129561055.129561644,-1.1762897174458868
3 hours,chr22.46773859.46774380,-0.5579954933502318
3 hours,chr2.181305574.181306124,-1.0084386236686027
3 hours,chr20.34875928.34877034,-0.7506881658722602
3 hours,chr4.161189443.161190250,1.7305955429285773
3 hours,chr1.246785076.246785710,1.8345056456191815
3 hours,chr1.94334269.94335040,1.3752966720212254
3 hours,chr15.79168978.79169508,-1.1514820858753305
3 hours,chr4.121800815.121801853,0.6990087710296509
3 hours,chr17.57379419.57380217,-0.9753254427807221
3 hours,chr9.135023276.135024026,-0.6431094016543435
3 hours,chr16.84972470.84973041,-1.7324079439031195
3 hours,chr22.40683056.40683557,-0.7779631647626868
3 hours,chr21.39313037.39314834,0.8526016044827722
3 hours,chr10.103491704.103492571,0.7375520236844952
3 hours,chr6.33781246.33782019,-1.023245434307038
3 hours,chr16.24208562.24209244,-0.8733273391811158
3 hours,chr19.1039713.1041380,-0.6374293950496055
3 hours,chr10.132421245.132422081,-1.0107860953338879
3 hours,chr1.151372068.151372987,-1.0426765098183335
3 hours,chrX.44950691.44951217,-1.3204514238551852
3 hours,chr11.75554229.75554786,-0.9704906150078498
3 hours,chrX.65706134.65706997,-0.8295529587302646
3 hours,chr3.41265798.41266398,-1.2183795840197957
3 hours,chr7.131637747.131638176,-1.9868829257693863
3 hours,chr1.42962688.42962933,-1.429573731858961
3 hours,chr7.128357006.128357664,-1.5304321136920431
3 hours,chr17.17752111.17753014,-0.8979751975530581
3 hours,chr1.32062276.32063082,-0.9712181867435263
3 hours,chr1.160408353.160408876,-1.2726612152179104
3 hours,chr2.223744452.223745009,-1.1420321191468101
3 hours,chr8.116755209.116756115,0.9661677078969246
3 hours,chr11.125376002.125376541,-1.4991491949537843
3 hours,chr2.219460403.219461776,-0.5269212852848728
3 hours,chr3.52005357.52006340,-0.5836961636627418
3 hours,chr5.139659107.139659614,-1.3079778156179693
3 hours,chr12.55926727.55928292,0.6891976808121951
3 hours,chr1.54581564.54582099,-1.25413784466762
3 hours,chr17.7204726.7205480,-0.9866267616818565
3 hours,chr17.40827870.40828375,-1.1298801887590977
3 hours,chr2.83103433.83104597,1.1808187601437683
3 hours,chr2.31207735.31208309,-1.1518801645438905
3 hours,chr1.230848995.230850036,0.8514588014998519
3 hours,chr13.101785952.101786299,-0.913136424350965
3 hours,chr15.86021821.86022260,-1.4102644238864899
3 hours,chr1.109667493.109668667,-0.8338998141564535
3 hours,chr12.65565576.65567560,0.8414348362868447
3 hours,chr7.119901002.119901532,-1.4721509898455802
3 hours,chr3.13022146.13022627,-1.1278896789626396
3 hours,chr17.48503564.48504206,-1.4263344038532408
3 hours,chr19.34837318.34838042,-1.124754526446361
3 hours,chr7.901290.902014,-0.9949009584328361
3 hours,chr9.86636547.86637054,-1.3527378259927403
3 hours,chr19.3409597.3410092,-1.250259033789659
3 hours,chr6.69138933.69139484,0.9553831280311433
3 hours,chr2.79585687.79586410,-0.9616330719914772
3 hours,chr17.48054078.48055018,-0.6576287993572372
3 hours,chr12.119188700.119189687,-1.091680284664545
3 hours,chr1.21930989.21931768,-0.42154434605232805
3 hours,chr12.52200424.52200616,-2.4303169143206524
3 hours,chr19.48738579.48739466,-0.9334220506645332
3 hours,chr18.7616631.7617040,-1.1508006225627152
3 hours,chr17.3927095.3928285,-0.8135332780077373
3 hours,chr8.144422588.144423970,-0.8946493083970442
